dev_eui,created_at,temperature_c,humidity,co2,pressure,smoke_detected
"0025CA0000000F49","2025-11-05 23:25:54","1.39","100","f","f","f"
"0025CA0000000F49","2025-11-05 23:15:49","4.29","100","f","f","f"
"0025CA0000000F49","2025-11-05 23:05:44","4.04","100","f","f","f"
"0025CA0000000F49","2025-11-05 22:55:39","3.71","100","f","f","f"
"0025CA0000000F49","2025-11-05 22:45:33","3.19","100","f","f","f"
"0025CA0000000F49","2025-11-05 22:35:29","2.09","100","f","f","f"
"0025CA0000000F49","2025-11-05 22:25:23","2.43","81.64","f","f","f"
"0025CA0000000F49","2025-11-05 22:15:18","4.13","100","f","f","f"
"0025CA0000000F49","2025-11-05 22:05:13","3.89","100","f","f","f"
"0025CA0000000F49","2025-11-05 21:55:08","3.53","100","f","f","f"
"0025CA0000000F49","2025-11-05 21:45:03","2.1","100","f","f","f"
"0025CA0000000F49","2025-11-05 21:34:58","2.78","84.49","f","f","f"
"0025CA0000000F49","2025-11-05 21:24:53","3.83","100","f","f","f"
"0025CA0000000F49","2025-11-05 21:14:48","3.28","100","f","f","f"
"0025CA0000000F49","2025-11-05 21:04:43","2.16","100","f","f","f"
"0025CA0000000F49","2025-11-05 20:54:38","2.16","80.06","f","f","f"
"0025CA0000000F49","2025-11-05 20:44:33","3.9","100","f","f","f"
"0025CA0000000F49","2025-11-05 20:34:28","3.42","100","f","f","f"
"0025CA0000000F49","2025-11-05 20:24:23","2.26","100","f","f","f"
"0025CA0000000F49","2025-11-05 20:14:36","2.06","82.1","f","f","f"
"0025CA0000000F49","2025-11-05 20:14:31","2.06","82.1","f","f","f"
"0025CA0000000F49","2025-11-05 20:14:24","2.06","82.1","f","f","f"
"0025CA0000000F49","2025-11-05 20:14:18","2.06","82.1","f","f","f"
"0025CA0000000F49","2025-11-05 20:04:13","4.17","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:54:08","3.77","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:44:03","3.28","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:33:58","0.97","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:24:05","3.8","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:23:58","3.8","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:23:52","3.8","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:14:07","3.48","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:14:00","3.48","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:13:54","3.48","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:13:48","3.48","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:03:49","2.04","100","f","f","f"
"0025CA0000000F49","2025-11-05 19:03:43","2.04","100","f","f","f"
"0025CA0000000F49","2025-11-05 18:53:37","3.01","98.56","f","f","f"
"0025CA0000000F49","2025-11-05 18:43:32","2.64","100","f","f","f"
"0025CA0000000F49","2025-11-05 18:33:34","1.01","100","f","f","f"
"0025CA0000000F49","2025-11-05 18:33:27","1.01","100","f","f","f"
"0025CA0000000F49","2025-11-05 18:23:22","2.2","98.51","f","f","f"
"0025CA0000000F49","2025-11-05 18:13:30","3.81","100","f","f","f"
"0025CA0000000F49","2025-11-05 18:13:24","3.81","100","f","f","f"
"0025CA0000000F49","2025-11-05 18:13:17","3.81","100","f","f","f"
"0025CA0000000F49","2025-11-05 18:03:31","0.26","89.54","f","f","f"
"0025CA0000000F49","2025-11-05 18:03:24","0.26","89.54","f","f","f"
"0025CA0000000F49","2025-11-05 18:03:19","0.26","89.54","f","f","f"
"0025CA0000000F49","2025-11-05 18:03:12","0.26","89.54","f","f","f"
"0025CA0000000F49","2025-11-05 17:53:26","4.31","100","f","f","f"
"0025CA0000000F49","2025-11-05 17:53:20","4.31","100","f","f","f"
"0025CA0000000F49","2025-11-05 17:53:14","4.31","100","f","f","f"
"0025CA0000000F49","2025-11-05 17:53:07","4.31","100","f","f","f"
"0025CA0000000F49","2025-11-05 17:43:22","4.18","100","f","f","f"
"0025CA0000000F49","2025-11-05 17:43:14","4.18","100","f","f","f"
"0025CA0000000F49","2025-11-05 17:43:09","4.18","100","f","f","f"
"0025CA0000000F49","2025-11-05 17:32:57","2.91","100","f","f","f"
"0025CA0000000F49","2025-11-05 17:22:58","-0.47","99.76","f","f","f"
"0025CA0000000F49","2025-11-05 17:22:51","-0.47","99.76","f","f","f"
"0025CA0000000F49","2025-11-05 17:12:59","2.97","100","f","f","f"
"0025CA0000000F49","2025-11-05 17:12:53","2.97","100","f","f","f"
"0025CA0000000F49","2025-11-05 17:12:47","2.97","100","f","f","f"
"0025CA0000000F49","2025-11-05 17:02:41","0.7","99.8","f","f","f"
"0025CA0000000F49","2025-11-05 16:52:55","4.28","100","f","f","f"
"0025CA0000000F49","2025-11-05 16:52:50","4.28","100","f","f","f"
"0025CA0000000F49","2025-11-05 16:52:43","4.28","100","f","f","f"
"0025CA0000000F49","2025-11-05 16:52:37","4.28","100","f","f","f"
"0025CA0000000F49","2025-11-05 16:42:32","3.86","100","f","f","f"
"0025CA0000000F49","2025-11-05 16:32:27","3.06","100","f","f","f"
"0025CA0000000F49","2025-11-05 16:22:21","0.88","100","f","f","f"
"0025CA0000000F49","2025-11-05 16:12:17","4.1","100","f","f","f"
"0025CA0000000F49","2025-11-05 16:02:12","3.98","100","f","f","f"
"0025CA0000000F49","2025-11-05 15:52:07","3.52","100","f","f","f"
"0025CA0000000F49","2025-11-05 15:42:02","1.04","100","f","f","f"
"0025CA0000000F49","2025-11-05 15:31:56","4.36","100","f","f","f"
"0025CA0000000F49","2025-11-05 15:21:51","2.46","100","f","f","f"
"0025CA0000000F49","2025-11-05 15:11:45","0.36","100","f","f","f"
"0025CA0000000F49","2025-11-05 15:01:41","4.18","100","f","f","f"
"0025CA0000000F49","2025-11-05 14:51:36","3","100","f","f","f"
"0025CA0000000F49","2025-11-05 14:41:31","1.42","100","f","f","f"
"0025CA0000000F49","2025-11-05 14:31:26","0.81","77.43","f","f","f"
"0025CA0000000F49","2025-11-05 14:21:21","4.09","100","f","f","f"
"0025CA0000000F49","2025-11-05 14:11:16","2.71","100","f","f","f"
"0025CA0000000F49","2025-11-05 14:01:11","-0.25","80.3","f","f","f"
"0025CA0000000F49","2025-11-05 13:51:06","3.85","100","f","f","f"
"0025CA0000000F49","2025-11-05 13:41:00","0.45","100","f","f","f"
"0025CA0000000F49","2025-11-05 13:30:55","1.12","89.97","f","f","f"
"0025CA0000000F49","2025-11-05 13:20:50","4.11","100","f","f","f"
"0025CA0000000F49","2025-11-05 13:10:46","1.9","100","f","f","f"
"0025CA0000000F49","2025-11-05 13:00:41","0.33","80.4","f","f","f"
"0025CA0000000F49","2025-11-05 12:50:36","6.38","100","f","f","f"
"0025CA0000000F49","2025-11-05 12:40:31","1.66","100","f","f","f"
"0025CA0000000F49","2025-11-05 12:30:32","-0.31","83.78","f","f","f"
"0025CA0000000F49","2025-11-05 12:30:26","-0.31","83.78","f","f","f"
"0025CA0000000F49","2025-11-05 12:20:21","2.73","100","f","f","f"
"0025CA0000000F49","2025-11-05 12:11:06","2.23","100","f","f","f"
"0025CA0000000F49","2025-11-05 12:10:51","2.23","100","f","f","f"
"0025CA0000000F49","2025-11-05 12:10:29","2.23","100","f","f","f"
"0025CA0000000F49","2025-11-05 12:10:15","2.23","100","f","f","f"
"0025CA0000000F49","2025-11-05 12:00:10","1.98","98.86","f","f","f"
"0025CA0000000F49","2025-11-05 11:50:12","2.84","100","f","f","f"
"0025CA0000000F49","2025-11-05 11:50:05","2.84","100","f","f","f"
"0025CA0000000F49","2025-11-05 11:40:19","-0.04","78.26","f","f","f"
"0025CA0000000F49","2025-11-05 11:40:13","-0.04","78.26","f","f","f"
"0025CA0000000F49","2025-11-05 11:40:06","-0.04","78.26","f","f","f"
"0025CA0000000F49","2025-11-05 11:30:07","3.38","100","f","f","f"
"0025CA0000000F49","2025-11-05 11:29:55","3.38","100","f","f","f"
"0025CA0000000F49","2025-11-05 11:20:09","0.27","100","f","f","f"
"0025CA0000000F49","2025-11-05 11:20:02","0.27","100","f","f","f"
"0025CA0000000F49","2025-11-05 11:19:57","0.27","100","f","f","f"
"0025CA0000000F49","2025-11-05 11:19:50","0.27","100","f","f","f"
"0025CA0000000F49","2025-11-05 11:09:45","4.33","100","f","f","f"
"0025CA0000000F49","2025-11-05 11:00:26","1.02","100","f","f","f"
"0025CA0000000F49","2025-11-05 11:00:10","1.02","100","f","f","f"
"0025CA0000000F49","2025-11-05 10:59:56","1.02","100","f","f","f"
"0025CA0000000F49","2025-11-05 10:59:40","1.02","100","f","f","f"
"0025CA0000000F49","2025-11-05 10:50:18","0.02","82.94","f","f","f"
"0025CA0000000F49","2025-11-05 10:50:03","0.02","82.94","f","f","f"
"0025CA0000000F49","2025-11-05 10:49:57","0.02","82.94","f","f","f"
"0025CA0000000F49","2025-11-05 10:49:35","0.02","82.94","f","f","f"
"0025CA0000000F49","2025-11-05 10:40:13","4.71","100","f","f","f"
"0025CA0000000F49","2025-11-05 10:39:59","4.71","100","f","f","f"
"0025CA0000000F49","2025-11-05 10:39:44","4.71","100","f","f","f"
"0025CA0000000F49","2025-11-05 10:39:30","4.71","100","f","f","f"
"0025CA0000000F49","2025-11-05 10:29:25","2.01","100","f","f","f"
"0025CA0000000F49","2025-11-05 10:19:35","3.55","100","f","f","f"
"0025CA0000000F49","2025-11-05 10:09:21","3.49","100","f","f","f"
"0025CA0000000F49","2025-11-05 09:59:10","1.72","100","f","f","f"
"0025CA0000000F49","2025-11-05 09:49:05","1.09","88.85","f","f","f"
"0025CA0000000F49","2025-11-05 09:39:19","2.59","100","f","f","f"
"0025CA0000000F49","2025-11-05 09:39:13","2.59","100","f","f","f"
"0025CA0000000F49","2025-11-05 09:39:06","2.59","100","f","f","f"
"0025CA0000000F49","2025-11-05 09:39:00","2.59","100","f","f","f"
"0025CA0000000F49","2025-11-05 09:29:14","1.1","92.2","f","f","f"
"0025CA0000000F49","2025-11-05 09:29:01","1.1","92.2","f","f","f"
"0025CA0000000F49","2025-11-05 09:19:09","3.3","100","f","f","f"
"0025CA0000000F49","2025-11-05 09:19:02","3.3","100","f","f","f"
"0025CA0000000F49","2025-11-05 09:18:56","3.3","100","f","f","f"
"0025CA0000000F49","2025-11-05 09:18:50","3.3","100","f","f","f"
"0025CA0000000F49","2025-11-05 09:08:44","-0.14","91.36","f","f","f"
"0025CA0000000F49","2025-11-05 08:58:39","3.9","100","f","f","f"
"0025CA0000000F49","2025-11-05 08:48:53","0.59","100","f","f","f"
"0025CA0000000F49","2025-11-05 08:48:47","0.59","100","f","f","f"
"0025CA0000000F49","2025-11-05 08:48:41","0.59","100","f","f","f"
"0025CA0000000F49","2025-11-05 08:48:34","0.59","100","f","f","f"
"0025CA0000000F49","2025-11-05 08:38:41","1.16","83.74","f","f","f"
"0025CA0000000F49","2025-11-05 08:38:36","1.16","83.74","f","f","f"
"0025CA0000000F49","2025-11-05 08:38:29","1.16","83.74","f","f","f"
"0025CA0000000F49","2025-11-05 08:28:31","5.35","100","f","f","f"
"0025CA0000000F49","2025-11-05 08:28:24","5.35","100","f","f","f"
"0025CA0000000F49","2025-11-05 08:18:19","-0.65","91.32","f","f","f"
"0025CA0000000F49","2025-11-05 08:08:14","4.17","100","f","f","f"
"0025CA0000000F49","2025-11-05 07:58:09","1.52","100","f","f","f"
"0025CA0000000F49","2025-11-05 07:48:04","2.04","97.85","f","f","f"
"0025CA0000000F49","2025-11-05 07:37:58","2.33","100","f","f","f"
"0025CA0000000F49","2025-11-05 07:28:09","1.39","97.03","f","f","f"
"0025CA0000000F49","2025-11-05 07:27:54","1.39","97.03","f","f","f"
"0025CA0000000F49","2025-11-05 07:18:04","1.96","100","f","f","f"
"0025CA0000000F49","2025-11-05 07:17:49","1.96","100","f","f","f"
"0025CA0000000F49","2025-11-05 07:07:56","-0.44","82.4","f","f","f"
"0025CA0000000F49","2025-11-05 06:57:51","3.53","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:57:45","3.53","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:57:39","3.53","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:47:52","2.36","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:47:47","2.36","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:47:40","2.36","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:47:34","2.36","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:37:48","0.46","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:37:35","0.46","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:37:29","0.46","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:27:43","0.16","83.24","f","f","f"
"0025CA0000000F49","2025-11-05 06:27:36","0.16","83.24","f","f","f"
"0025CA0000000F49","2025-11-05 06:27:30","0.16","83.24","f","f","f"
"0025CA0000000F49","2025-11-05 06:27:24","0.16","83.24","f","f","f"
"0025CA0000000F49","2025-11-05 06:17:38","3.54","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:17:31","3.54","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:17:25","3.54","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:17:19","3.54","100","f","f","f"
"0025CA0000000F49","2025-11-05 06:07:14","2.7","100","f","f","f"
"0025CA0000000F49","2025-11-05 05:57:09","-0.12","100","f","f","f"
"0025CA0000000F49","2025-11-05 05:47:15","1.92","96.45","f","f","f"
"0025CA0000000F49","2025-11-05 05:47:10","1.92","96.45","f","f","f"
"0025CA0000000F49","2025-11-05 05:47:04","1.92","96.45","f","f","f"
"0025CA0000000F49","2025-11-05 05:36:58","2.01","100","f","f","f"
"0025CA0000000F49","2025-11-05 05:27:13","0.47","100","f","f","f"
"0025CA0000000F49","2025-11-05 05:27:05","0.47","100","f","f","f"
"0025CA0000000F49","2025-11-05 05:26:53","0.47","100","f","f","f"
"0025CA0000000F49","2025-11-05 05:17:07","2.46","100","f","f","f"
"0025CA0000000F49","2025-11-05 05:17:00","2.46","100","f","f","f"
"0025CA0000000F49","2025-11-05 05:16:54","2.46","100","f","f","f"
"0025CA0000000F49","2025-11-05 05:16:47","2.46","100","f","f","f"
"0025CA0000000F49","2025-11-05 05:06:43","3.08","100","f","f","f"
"0025CA0000000F49","2025-11-05 04:56:38","0.55","80.83","f","f","f"
"0025CA0000000F49","2025-11-05 04:46:32","1.59","87.42","f","f","f"
"0025CA0000000F49","2025-11-05 04:36:28","3.66","100","f","f","f"
"0025CA0000000F49","2025-11-05 04:26:23","0.65","100","f","f","f"
"0025CA0000000F49","2025-11-05 04:16:18","1.26","87.13","f","f","f"
"0025CA0000000F49","2025-11-05 04:06:13","3.96","100","f","f","f"
"0025CA0000000F49","2025-11-05 03:56:08","1.49","100","f","f","f"
"0025CA0000000F49","2025-11-05 03:46:03","-0.35","89.56","f","f","f"
"0025CA0000000F49","2025-11-05 03:35:58","2.95","96.43","f","f","f"
"0025CA0000000F49","2025-11-05 03:25:53","3.28","100","f","f","f"
"0025CA0000000F49","2025-11-05 03:15:48","2.32","100","f","f","f"
"0025CA0000000F49","2025-11-05 03:05:49","-0.06","91","f","f","f"
"0025CA0000000F49","2025-11-05 02:55:50","3.81","97.05","f","f","f"
"0025CA0000000F49","2025-11-05 02:45:32","3.6","100","f","f","f"
"0025CA0000000F49","2025-11-05 02:35:27","3.15","100","f","f","f"
"0025CA0000000F49","2025-11-05 02:25:23","2.4","100","f","f","f"
"0025CA0000000F49","2025-11-05 02:15:36","0.75","100","f","f","f"
"0025CA0000000F49","2025-11-05 02:15:29","0.75","100","f","f","f"
"0025CA0000000F49","2025-11-05 02:15:23","0.75","100","f","f","f"
"0025CA0000000F49","2025-11-05 02:15:17","0.75","100","f","f","f"
"0025CA0000000F49","2025-11-05 02:05:12","1.21","76.39","f","f","f"
"0025CA0000000F49","2025-11-05 01:55:07","2.26","100","f","f","f"
"0025CA0000000F49","2025-11-05 01:45:02","4.1","100","f","f","f"
"0025CA0000000F49","2025-11-05 01:34:57","3.79","100","f","f","f"
"0025CA0000000F49","2025-11-05 01:24:52","3.4","100","f","f","f"
"0025CA0000000F49","2025-11-05 01:14:47","2.78","100","f","f","f"
"0025CA0000000F49","2025-11-05 01:04:42","1.36","100","f","f","f"
"0025CA0000000F49","2025-11-05 00:54:37","1.81","77.71","f","f","f"
"0025CA0000000F49","2025-11-05 00:44:32","3.94","100","f","f","f"
"0025CA0000000F49","2025-11-05 00:34:27","3.61","100","f","f","f"
"0025CA0000000F49","2025-11-05 00:24:22","3.18","100","f","f","f"
"0025CA0000000F49","2025-11-05 00:14:17","2.49","100","f","f","f"
"0025CA0000000F49","2025-11-05 00:04:12","1.14","100","f","f","f"
"0025CA0000000F49","2025-11-04 23:54:07","-0.47","71","f","f","f"
"0025CA0000000F49","2025-11-04 23:44:02","1.78","100","f","f","f"
"0025CA0000000F49","2025-11-04 23:33:57","1.61","76.24","f","f","f"
"0025CA0000000F49","2025-11-04 23:23:52","4.01","100","f","f","f"
"0025CA0000000F49","2025-11-04 23:13:46","3.64","100","f","f","f"
"0025CA0000000F49","2025-11-04 23:03:41","3.12","100","f","f","f"
"0025CA0000000F49","2025-11-04 22:53:36","2.18","100","f","f","f"
"0025CA0000000F49","2025-11-04 22:43:32","0.29","97.16","f","f","f"
"0025CA0000000F49","2025-11-04 22:33:26","4.07","100","f","f","f"
"0025CA0000000F49","2025-11-04 22:24:07","3.79","100","f","f","f"
"0025CA0000000F49","2025-11-04 22:23:44","3.79","100","f","f","f"
"0025CA0000000F49","2025-11-04 22:23:21","3.79","100","f","f","f"
"0025CA0000000F49","2025-11-04 22:13:16","3.36","100","f","f","f"
"0025CA0000000F49","2025-11-04 22:03:11","2.77","100","f","f","f"
"0025CA0000000F49","2025-11-04 21:53:06","1.47","100","f","f","f"
"0025CA0000000F49","2025-11-04 21:43:01","0.14","78.43","f","f","f"
"0025CA0000000F49","2025-11-04 21:32:56","3.75","100","f","f","f"
"0025CA0000000F49","2025-11-04 21:23:15","3.21","100","f","f","f"
"0025CA0000000F49","2025-11-04 21:23:09","3.21","100","f","f","f"
"0025CA0000000F49","2025-11-04 21:14:13","1.48","100","f","f","f"
"0025CA0000000F49","2025-11-04 21:13:50","1.48","100","f","f","f"
"0025CA0000000F49","2025-11-04 21:13:18","1.48","100","f","f","f"
"0025CA0000000F49","2025-11-04 21:02:57","2.16","79.24","f","f","f"
"0025CA0000000F49","2025-11-04 20:53:44","3.85","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:53:30","3.85","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:52:59","3.85","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:52:36","3.85","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:43:36","3.42","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:43:30","3.42","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:42:31","3.42","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:33:35","2.69","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:33:12","2.69","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:32:57","2.69","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:32:42","2.69","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:23:27","1.08","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:23:07","1.08","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:22:43","1.08","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:22:29","1.08","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:13:24","2.72","91.08","f","f","f"
"0025CA0000000F49","2025-11-04 20:13:01","2.72","91.08","f","f","f"
"0025CA0000000F49","2025-11-04 20:12:38","2.72","91.08","f","f","f"
"0025CA0000000F49","2025-11-04 20:12:16","2.72","91.08","f","f","f"
"0025CA0000000F49","2025-11-04 20:03:29","3.97","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:03:05","3.97","100","f","f","f"
"0025CA0000000F49","2025-11-04 20:02:19","3.97","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:53:25","3.2","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:53:11","3.2","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:52:30","3.2","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:52:15","3.2","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:42:46","0.99","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:42:08","0.99","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:31:55","0.6","76.79","f","f","f"
"0025CA0000000F49","2025-11-04 19:23:16","2.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:22:36","2.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:22:13","2.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:21:50","2.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:11:45","0.44","97.12","f","f","f"
"0025CA0000000F49","2025-11-04 19:02:35","4.34","100","f","f","f"
"0025CA0000000F49","2025-11-04 19:02:04","4.34","100","f","f","f"
"0025CA0000000F49","2025-11-04 18:52:45","1.8","100","f","f","f"
"0025CA0000000F49","2025-11-04 18:52:20","1.8","100","f","f","f"
"0025CA0000000F49","2025-11-04 18:51:58","1.8","100","f","f","f"
"0025CA0000000F49","2025-11-04 18:51:34","1.8","100","f","f","f"
"0025CA0000000F49","2025-11-04 18:42:47","2.27","88.19","f","f","f"
"0025CA0000000F49","2025-11-04 18:42:15","2.27","88.19","f","f","f"
"0025CA0000000F49","2025-11-04 18:42:08","2.27","88.19","f","f","f"
"0025CA0000000F49","2025-11-04 18:31:46","3.08","100","f","f","f"
"0025CA0000000F49","2025-11-04 18:31:33","3.08","100","f","f","f"
"0025CA0000000F49","2025-11-04 18:21:20","0.91","100","f","f","f"
"0025CA0000000F49","2025-11-04 18:11:34","2.23","76.94","f","f","f"
"0025CA0000000F49","2025-11-04 18:11:27","2.23","76.94","f","f","f"
"0025CA0000000F49","2025-11-04 18:11:21","2.23","76.94","f","f","f"
"0025CA0000000F49","2025-11-04 18:11:15","2.23","76.94","f","f","f"
"0025CA0000000F49","2025-11-04 18:01:28","3.87","100","f","f","f"
"0025CA0000000F49","2025-11-04 18:01:23","3.87","100","f","f","f"
"0025CA0000000F49","2025-11-04 18:01:16","3.87","100","f","f","f"
"0025CA0000000F49","2025-11-04 18:01:10","3.87","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:51:24","3.37","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:51:17","3.37","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:51:11","3.37","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:51:05","3.37","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:41:13","2.56","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:41:06","2.56","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:41:00","2.56","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:30:55","0.91","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:11:04","3.96","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:10:51","3.96","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:10:44","3.96","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:00:58","2.25","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:00:52","2.25","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:00:46","2.25","100","f","f","f"
"0025CA0000000F49","2025-11-04 17:00:39","2.25","100","f","f","f"
"0025CA0000000F49","2025-11-04 16:50:35","2.46","84.81","f","f","f"
"0025CA0000000F49","2025-11-04 16:40:30","4.1","100","f","f","f"
"0025CA0000000F49","2025-11-04 16:30:24","3.11","100","f","f","f"
"0025CA0000000F49","2025-11-04 16:20:19","1.72","100","f","f","f"
"0025CA0000000F49","2025-11-04 16:10:42","0.75","72.16","f","f","f"
"0025CA0000000F49","2025-11-04 16:10:29","0.75","72.16","f","f","f"
"0025CA0000000F49","2025-11-04 16:10:14","0.75","72.16","f","f","f"
"0025CA0000000F49","2025-11-04 16:00:08","3.85","100","f","f","f"
"0025CA0000000F49","2025-11-04 15:50:04","2.69","100","f","f","f"
"0025CA0000000F49","2025-11-04 15:39:59","1.7","98.07","f","f","f"
"0025CA0000000F49","2025-11-04 15:29:53","3.83","100","f","f","f"
"0025CA0000000F49","2025-11-04 15:19:49","0.95","100","f","f","f"
"0025CA0000000F49","2025-11-04 15:09:44","1.75","81.23","f","f","f"
"0025CA0000000F49","2025-11-04 14:59:38","1.98","100","f","f","f"
"0025CA0000000F49","2025-11-04 14:49:53","0.27","74.76","f","f","f"
"0025CA0000000F49","2025-11-04 14:49:40","0.27","74.76","f","f","f"
"0025CA0000000F49","2025-11-04 14:49:34","0.27","74.76","f","f","f"
"0025CA0000000F49","2025-11-04 14:39:29","4.08","100","f","f","f"
"0025CA0000000F49","2025-11-04 14:29:36","3.06","100","f","f","f"
"0025CA0000000F49","2025-11-04 14:19:19","0.71","100","f","f","f"
"0025CA0000000F49","2025-11-04 14:09:19","2.02","91.87","f","f","f"
"0025CA0000000F49","2025-11-04 14:09:13","2.02","91.87","f","f","f"
"0025CA0000000F49","2025-11-04 13:59:09","2.94","100","f","f","f"
"0025CA0000000F49","2025-11-04 13:49:03","1.39","87.03","f","f","f"
