dev_eui,created_at,temperature_c,humidity,co2,pressure,smoke_detected
"0025CA0000000F49","2025-11-04 13:39:13","1.94","100","f","f","f"
"0025CA0000000F49","2025-11-04 13:38:59","1.94","100","f","f","f"
"0025CA0000000F49","2025-11-04 13:29:37","1.81","90.07","f","f","f"
"0025CA0000000F49","2025-11-04 13:29:23","1.81","90.07","f","f","f"
"0025CA0000000F49","2025-11-04 13:29:17","1.81","90.07","f","f","f"
"0025CA0000000F49","2025-11-04 13:28:54","1.81","90.07","f","f","f"
"0025CA0000000F49","2025-11-04 13:19:31","3.21","100","f","f","f"
"0025CA0000000F49","2025-11-04 13:19:17","3.21","100","f","f","f"
"0025CA0000000F49","2025-11-04 13:19:03","3.21","100","f","f","f"
"0025CA0000000F49","2025-11-04 13:18:49","3.21","100","f","f","f"
"0025CA0000000F49","2025-11-04 13:08:43","0.16","83.03","f","f","f"
"0025CA0000000F49","2025-11-04 12:58:44","3.49","88.85","f","f","f"
"0025CA0000000F49","2025-11-04 12:58:38","3.49","88.85","f","f","f"
"0025CA0000000F49","2025-11-04 12:48:40","2.63","100","f","f","f"
"0025CA0000000F49","2025-11-04 12:38:48","3.42","100","f","f","f"
"0025CA0000000F49","2025-11-04 12:38:40","3.42","100","f","f","f"
"0025CA0000000F49","2025-11-04 12:38:35","3.42","100","f","f","f"
"0025CA0000000F49","2025-11-04 12:38:29","3.42","100","f","f","f"
"0025CA0000000F49","2025-11-04 12:28:23","1.78","100","f","f","f"
"0025CA0000000F49","2025-11-04 12:18:18","0.91","81.82","f","f","f"
"0025CA0000000F49","2025-11-04 12:08:43","4.19","100","f","f","f"
"0025CA0000000F49","2025-11-04 12:08:36","4.19","100","f","f","f"
"0025CA0000000F49","2025-11-04 12:08:13","4.19","100","f","f","f"
"0025CA0000000F49","2025-11-04 11:58:08","2.46","100","f","f","f"
"0025CA0000000F49","2025-11-04 11:48:03","1.1","80.34","f","f","f"
"0025CA0000000F49","2025-11-04 11:37:57","4.24","100","f","f","f"
"0025CA0000000F49","2025-11-04 11:29:02","0.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 11:28:38","0.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 11:28:16","0.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 11:27:53","0.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 11:18:03","2.02","89.58","f","f","f"
"0025CA0000000F49","2025-11-04 11:17:48","2.02","89.58","f","f","f"
"0025CA0000000F49","2025-11-04 11:07:51","3.47","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:58:01","1.13","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:57:38","1.13","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:47:47","1.83","77.47","f","f","f"
"0025CA0000000F49","2025-11-04 10:47:33","1.83","77.47","f","f","f"
"0025CA0000000F49","2025-11-04 10:37:47","3.73","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:37:40","3.73","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:37:33","3.73","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:37:28","3.73","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:27:41","4.48","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:27:36","4.48","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:27:23","4.48","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:17:30","3.39","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:17:24","3.39","100","f","f","f"
"0025CA0000000F49","2025-11-04 10:07:28","-0.22","91.53","f","f","f"
"0025CA0000000F49","2025-11-04 10:07:12","-0.22","91.53","f","f","f"
"0025CA0000000F49","2025-11-04 09:57:08","4.87","100","f","f","f"
"0025CA0000000F49","2025-11-04 09:47:02","1.86","100","f","f","f"
"0025CA0000000F49","2025-11-04 09:36:57","-0.28","84.14","f","f","f"
"0025CA0000000F49","2025-11-04 09:26:52","2.46","99.78","f","f","f"
"0025CA0000000F49","2025-11-04 09:16:47","0.6","100","f","f","f"
"0025CA0000000F49","2025-11-04 09:06:42","2.79","95.36","f","f","f"
"0025CA0000000F49","2025-11-04 08:56:37","3.89","100","f","f","f"
"0025CA0000000F49","2025-11-04 08:46:31","0.49","100","f","f","f"
"0025CA0000000F49","2025-11-04 08:36:27","3.05","91.18","f","f","f"
"0025CA0000000F49","2025-11-04 08:26:22","2.21","100","f","f","f"
"0025CA0000000F49","2025-11-04 08:16:18","2.36","99.19","f","f","f"
"0025CA0000000F49","2025-11-04 08:06:42","1.47","100","f","f","f"
"0025CA0000000F49","2025-11-04 08:06:27","1.47","100","f","f","f"
"0025CA0000000F49","2025-11-04 08:06:12","1.47","100","f","f","f"
"0025CA0000000F49","2025-11-04 07:56:48","2.55","89.4","f","f","f"
"0025CA0000000F49","2025-11-04 07:56:28","2.55","89.4","f","f","f"
"0025CA0000000F49","2025-11-04 07:46:45","3.35","100","f","f","f"
"0025CA0000000F49","2025-11-04 07:46:31","3.35","100","f","f","f"
"0025CA0000000F49","2025-11-04 07:46:17","3.35","100","f","f","f"
"0025CA0000000F49","2025-11-04 07:46:02","3.35","100","f","f","f"
"0025CA0000000F49","2025-11-04 07:35:57","0.9","100","f","f","f"
"0025CA0000000F49","2025-11-04 07:26:07","3.87","100","f","f","f"
"0025CA0000000F49","2025-11-04 07:25:51","3.87","100","f","f","f"
"0025CA0000000F49","2025-11-04 07:16:10","0.76","100","f","f","f"
"0025CA0000000F49","2025-11-04 07:15:46","0.76","100","f","f","f"
"0025CA0000000F49","2025-11-04 07:05:42","4.14","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:56:45","3.96","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:56:38","3.96","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:56:00","3.96","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:55:45","3.96","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:45:44","2.35","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:45:31","2.35","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:35:46","0.42","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:35:38","0.42","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:35:26","0.42","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:25:41","3.96","96.05","f","f","f"
"0025CA0000000F49","2025-11-04 06:15:29","3.86","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:15:16","3.86","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:05:23","2.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:05:18","2.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 06:05:11","2.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 05:55:06","0.26","79.79","f","f","f"
"0025CA0000000F49","2025-11-04 05:45:01","3.95","100","f","f","f"
"0025CA0000000F49","2025-11-04 05:34:56","1.29","100","f","f","f"
"0025CA0000000F49","2025-11-04 05:24:50","2.48","84.82","f","f","f"
"0025CA0000000F49","2025-11-04 05:14:48","3.66","100","f","f","f"
"0025CA0000000F49","2025-11-04 05:04:41","2.62","100","f","f","f"
"0025CA0000000F49","2025-11-04 04:54:35","-0.05","100","f","f","f"
"0025CA0000000F49","2025-11-04 04:44:31","2.13","79.2","f","f","f"
"0025CA0000000F49","2025-11-04 04:34:26","3.19","100","f","f","f"
"0025CA0000000F49","2025-11-04 04:24:21","-0.04","97.28","f","f","f"
"0025CA0000000F49","2025-11-04 04:14:16","5.32","100","f","f","f"
"0025CA0000000F49","2025-11-04 04:04:11","0.99","97.16","f","f","f"
"0025CA0000000F49","2025-11-04 03:54:06","4.15","100","f","f","f"
"0025CA0000000F49","2025-11-04 03:44:01","3.82","100","f","f","f"
"0025CA0000000F49","2025-11-04 03:33:55","1.55","100","f","f","f"
"0025CA0000000F49","2025-11-04 03:23:51","4.06","100","f","f","f"
"0025CA0000000F49","2025-11-04 03:13:45","2.87","100","f","f","f"
"0025CA0000000F49","2025-11-04 03:03:41","3.42","79.95","f","f","f"
"0025CA0000000F49","2025-11-04 02:53:35","3.99","100","f","f","f"
"0025CA0000000F49","2025-11-04 02:43:30","3.73","100","f","f","f"
"0025CA0000000F49","2025-11-04 02:33:25","3.28","100","f","f","f"
"0025CA0000000F49","2025-11-04 02:23:20","2.51","100","f","f","f"
"0025CA0000000F49","2025-11-04 02:13:14","0.41","99.55","f","f","f"
"0025CA0000000F49","2025-11-04 02:03:10","4.84","100","f","f","f"
"0025CA0000000F49","2025-11-04 01:53:05","4.17","100","f","f","f"
"0025CA0000000F49","2025-11-04 01:43:00","3.94","100","f","f","f"
"0025CA0000000F49","2025-11-04 01:32:54","3.62","100","f","f","f"
"0025CA0000000F49","2025-11-04 01:22:50","3.1","100","f","f","f"
"0025CA0000000F49","2025-11-04 01:12:45","1.9","100","f","f","f"
"0025CA0000000F49","2025-11-04 01:02:40","3.64","88.21","f","f","f"
"0025CA0000000F49","2025-11-04 00:52:35","4.12","100","f","f","f"
"0025CA0000000F49","2025-11-04 00:42:30","3.89","100","f","f","f"
"0025CA0000000F49","2025-11-04 00:32:25","3.6","100","f","f","f"
"0025CA0000000F49","2025-11-04 00:22:20","3.14","100","f","f","f"
"0025CA0000000F49","2025-11-04 00:12:15","2.22","100","f","f","f"
"0025CA0000000F49","2025-11-04 00:02:10","0.25","83.78","f","f","f"
"0025CA0000000F49","2025-11-03 23:52:05","4.21","100","f","f","f"
"0025CA0000000F49","2025-11-03 23:41:59","3.94","100","f","f","f"
"0025CA0000000F49","2025-11-03 23:31:54","3.65","100","f","f","f"
"0025CA0000000F49","2025-11-03 23:21:49","3.19","100","f","f","f"
"0025CA0000000F49","2025-11-03 23:11:44","2.2","100","f","f","f"
"0025CA0000000F49","2025-11-03 23:01:39","2.22","78.68","f","f","f"
"0025CA0000000F49","2025-11-03 22:51:33","4.12","100","f","f","f"
"0025CA0000000F49","2025-11-03 22:41:29","3.95","100","f","f","f"
"0025CA0000000F49","2025-11-03 22:31:24","3.67","100","f","f","f"
"0025CA0000000F49","2025-11-03 22:21:19","3.28","100","f","f","f"
"0025CA0000000F49","2025-11-03 22:11:14","2.65","100","f","f","f"
"0025CA0000000F49","2025-11-03 22:01:09","1.22","100","f","f","f"
"0025CA0000000F49","2025-11-03 21:51:04","1.68","76.92","f","f","f"
"0025CA0000000F49","2025-11-03 21:40:58","4.25","100","f","f","f"
"0025CA0000000F49","2025-11-03 21:30:54","4.03","100","f","f","f"
"0025CA0000000F49","2025-11-03 21:20:54","3.33","100","f","f","f"
"0025CA0000000F49","2025-11-03 21:20:49","3.33","100","f","f","f"
"0025CA0000000F49","2025-11-03 21:11:07","2.33","100","f","f","f"
"0025CA0000000F49","2025-11-03 21:10:44","2.33","100","f","f","f"
"0025CA0000000F49","2025-11-03 21:01:23","0.51","84.51","f","f","f"
"0025CA0000000F49","2025-11-03 21:01:07","0.51","84.51","f","f","f"
"0025CA0000000F49","2025-11-03 21:00:54","0.51","84.51","f","f","f"
"0025CA0000000F49","2025-11-03 21:00:39","0.51","84.51","f","f","f"
"0025CA0000000F49","2025-11-03 20:50:40","3.72","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:50:34","3.72","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:40:48","3.16","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:40:41","3.16","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:40:35","3.16","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:40:29","3.16","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:30:36","2.13","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:30:30","2.13","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:30:24","2.13","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:20:31","0.1","98.91","f","f","f"
"0025CA0000000F49","2025-11-03 20:20:24","0.1","98.91","f","f","f"
"0025CA0000000F49","2025-11-03 20:20:18","0.1","98.91","f","f","f"
"0025CA0000000F49","2025-11-03 20:10:13","3.91","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:00:27","2.99","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:00:20","2.99","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:00:15","2.99","100","f","f","f"
"0025CA0000000F49","2025-11-03 20:00:08","2.99","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:50:23","1.51","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:50:15","1.51","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:50:10","1.51","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:50:02","1.51","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:40:17","2.38","83.61","f","f","f"
"0025CA0000000F49","2025-11-03 19:40:10","2.38","83.61","f","f","f"
"0025CA0000000F49","2025-11-03 19:40:04","2.38","83.61","f","f","f"
"0025CA0000000F49","2025-11-03 19:39:58","2.38","83.61","f","f","f"
"0025CA0000000F49","2025-11-03 19:30:12","3.66","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:30:05","3.66","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:29:59","3.66","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:29:53","3.66","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:20:07","1.41","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:20:00","1.41","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:19:55","1.41","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:19:48","1.41","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:10:02","4.2","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:09:50","4.2","100","f","f","f"
"0025CA0000000F49","2025-11-03 19:09:43","4.2","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:59:57","1.77","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:59:50","1.77","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:59:44","1.77","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:59:38","1.77","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:49:52","2.19","79.33","f","f","f"
"0025CA0000000F49","2025-11-03 18:49:45","2.19","79.33","f","f","f"
"0025CA0000000F49","2025-11-03 18:49:39","2.19","79.33","f","f","f"
"0025CA0000000F49","2025-11-03 18:49:33","2.19","79.33","f","f","f"
"0025CA0000000F49","2025-11-03 18:39:48","3.32","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:39:40","3.32","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:39:34","3.32","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:39:28","3.32","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:29:23","1.79","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:19:36","1.66","80.86","f","f","f"
"0025CA0000000F49","2025-11-03 18:19:30","1.66","80.86","f","f","f"
"0025CA0000000F49","2025-11-03 18:19:23","1.66","80.86","f","f","f"
"0025CA0000000F49","2025-11-03 18:19:17","1.66","80.86","f","f","f"
"0025CA0000000F49","2025-11-03 18:09:32","3.05","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:09:25","3.05","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:09:19","3.05","100","f","f","f"
"0025CA0000000F49","2025-11-03 18:09:13","3.05","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:59:27","1.29","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:59:20","1.29","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:59:14","1.29","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:59:08","1.29","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:49:03","3.81","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:38:57","1.08","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:29:11","4.14","94.04","f","f","f"
"0025CA0000000F49","2025-11-03 17:29:05","4.14","94.04","f","f","f"
"0025CA0000000F49","2025-11-03 17:28:58","4.14","94.04","f","f","f"
"0025CA0000000F49","2025-11-03 17:28:53","4.14","94.04","f","f","f"
"0025CA0000000F49","2025-11-03 17:19:06","1.52","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:19:00","1.52","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:18:53","1.52","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:18:48","1.52","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:08:48","4.16","100","f","f","f"
"0025CA0000000F49","2025-11-03 17:08:43","4.16","100","f","f","f"
"0025CA0000000F49","2025-11-03 16:58:50","1.34","100","f","f","f"
"0025CA0000000F49","2025-11-03 16:58:44","1.34","100","f","f","f"
"0025CA0000000F49","2025-11-03 16:58:37","1.34","100","f","f","f"
"0025CA0000000F49","2025-11-03 16:48:32","3.47","88.57","f","f","f"
"0025CA0000000F49","2025-11-03 16:38:39","3.77","100","f","f","f"
"0025CA0000000F49","2025-11-03 16:38:34","3.77","100","f","f","f"
"0025CA0000000F49","2025-11-03 16:38:27","3.77","100","f","f","f"
"0025CA0000000F49","2025-11-03 16:28:22","3.26","100","f","f","f"
"0025CA0000000F49","2025-11-03 16:18:17","1.91","100","f","f","f"
"0025CA0000000F49","2025-11-03 16:08:12","0.73","76.98","f","f","f"
"0025CA0000000F49","2025-11-03 15:58:07","3.71","100","f","f","f"
"0025CA0000000F49","2025-11-03 15:48:01","3.17","100","f","f","f"
"0025CA0000000F49","2025-11-03 15:37:57","0.77","83.11","f","f","f"
"0025CA0000000F49","2025-11-03 15:27:52","0.04","100","f","f","f"
"0025CA0000000F49","2025-11-03 15:18:31","3.11","86.21","f","f","f"
"0025CA0000000F49","2025-11-03 15:18:16","3.11","86.21","f","f","f"
"0025CA0000000F49","2025-11-03 15:18:02","3.11","86.21","f","f","f"
"0025CA0000000F49","2025-11-03 15:17:47","3.11","86.21","f","f","f"
"0025CA0000000F49","2025-11-03 15:07:42","3.47","100","f","f","f"
"0025CA0000000F49","2025-11-03 14:57:37","2.6","100","f","f","f"
"0025CA0000000F49","2025-11-03 14:47:31","0.25","100","f","f","f"
"0025CA0000000F49","2025-11-03 14:37:27","2.98","86.22","f","f","f"
"0025CA0000000F49","2025-11-03 14:27:28","3.71","100","f","f","f"
"0025CA0000000F49","2025-11-03 14:17:24","1.91","100","f","f","f"
"0025CA0000000F49","2025-11-03 14:07:12","-0.77","93.44","f","f","f"
"0025CA0000000F49","2025-11-03 13:57:06","2.64","90.33","f","f","f"
"0025CA0000000F49","2025-11-03 13:47:01","1.38","100","f","f","f"
"0025CA0000000F49","2025-11-03 13:36:56","1.55","82.59","f","f","f"
"0025CA0000000F49","2025-11-03 13:27:10","2.33","100","f","f","f"
"0025CA0000000F49","2025-11-03 13:16:52","-0.33","76.17","f","f","f"
"0025CA0000000F49","2025-11-03 13:16:46","-0.33","76.17","f","f","f"
"0025CA0000000F49","2025-11-03 13:07:01","5.9","100","f","f","f"
"0025CA0000000F49","2025-11-03 13:06:53","5.9","100","f","f","f"
"0025CA0000000F49","2025-11-03 13:06:47","5.9","100","f","f","f"
"0025CA0000000F49","2025-11-03 13:06:41","5.9","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:56:48","0.08","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:47:01","1.06","79.39","f","f","f"
"0025CA0000000F49","2025-11-03 12:46:45","1.06","79.39","f","f","f"
"0025CA0000000F49","2025-11-03 12:46:30","1.06","79.39","f","f","f"
"0025CA0000000F49","2025-11-03 12:36:55","3","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:36:41","3","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:36:25","3","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:27:30","0.49","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:27:07","0.49","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:26:44","0.49","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:26:21","0.49","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:16:39","4.99","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:16:15","4.99","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:06:25","0.37","100","f","f","f"
"0025CA0000000F49","2025-11-03 12:06:11","0.37","100","f","f","f"
"0025CA0000000F49","2025-11-03 11:56:06","4.33","100","f","f","f"
"0025CA0000000F49","2025-11-03 11:46:00","0.4","100","f","f","f"
"0025CA0000000F49","2025-11-03 11:35:55","0.29","93.44","f","f","f"
"0025CA0000000F49","2025-11-03 11:26:05","3.15","100","f","f","f"
"0025CA0000000F49","2025-11-03 11:15:45","0.18","88.03","f","f","f"
"0025CA0000000F49","2025-11-03 11:05:46","1.59","86.07","f","f","f"
"0025CA0000000F49","2025-11-03 10:55:54","5.53","97.71","f","f","f"
"0025CA0000000F49","2025-11-03 10:55:48","5.53","97.71","f","f","f"
"0025CA0000000F49","2025-11-03 10:55:42","5.53","97.71","f","f","f"
"0025CA0000000F49","2025-11-03 10:45:31","1.37","100","f","f","f"
"0025CA0000000F49","2025-11-03 10:35:26","2.98","100","f","f","f"
"0025CA0000000F49","2025-11-03 10:25:27","1.46","83.56","f","f","f"
"0025CA0000000F49","2025-11-03 10:25:20","1.46","83.56","f","f","f"
"0025CA0000000F49","2025-11-03 10:15:15","2.98","100","f","f","f"
"0025CA0000000F49","2025-11-03 10:05:10","0.65","80.67","f","f","f"
"0025CA0000000F49","2025-11-03 09:55:05","3.1","100","f","f","f"
"0025CA0000000F49","2025-11-03 09:45:00","-0.5","91.82","f","f","f"
"0025CA0000000F49","2025-11-03 09:34:55","1.87","94.2","f","f","f"
"0025CA0000000F49","2025-11-03 09:24:58","0.93","100","f","f","f"
"0025CA0000000F49","2025-11-03 09:14:52","2.16","94.93","f","f","f"
"0025CA0000000F49","2025-11-03 09:14:46","2.16","94.93","f","f","f"
"0025CA0000000F49","2025-11-03 09:04:39","1.91","100","f","f","f"
"0025CA0000000F49","2025-11-03 08:54:54","-0.33","80.29","f","f","f"
"0025CA0000000F49","2025-11-03 08:54:41","-0.33","80.29","f","f","f"
"0025CA0000000F49","2025-11-03 08:44:30","5.22","100","f","f","f"
"0025CA0000000F49","2025-11-03 08:34:31","0.53","100","f","f","f"
"0025CA0000000F49","2025-11-03 08:34:24","0.53","100","f","f","f"
"0025CA0000000F49","2025-11-03 08:24:19","1.29","80.01","f","f","f"
"0025CA0000000F49","2025-11-03 08:14:14","3.51","100","f","f","f"
"0025CA0000000F49","2025-11-03 08:04:18","-0.06","99.99","f","f","f"
"0025CA0000000F49","2025-11-03 07:54:05","3.24","100","f","f","f"
"0025CA0000000F49","2025-11-03 07:44:00","0.81","88.12","f","f","f"
"0025CA0000000F49","2025-11-03 07:34:09","2.52","100","f","f","f"
"0025CA0000000F49","2025-11-03 07:33:55","2.52","100","f","f","f"
"0025CA0000000F49","2025-11-03 07:24:57","2.32","89.27","f","f","f"
"0025CA0000000F49","2025-11-03 07:24:35","2.32","89.27","f","f","f"
"0025CA0000000F49","2025-11-03 07:24:12","2.32","89.27","f","f","f"
"0025CA0000000F49","2025-11-03 07:23:50","2.32","89.27","f","f","f"
"0025CA0000000F49","2025-11-03 07:13:44","1.65","100","f","f","f"
"0025CA0000000F49","2025-11-03 07:03:39","1.54","85.65","f","f","f"
"0025CA0000000F49","2025-11-03 06:54:18","3.6","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:53:55","3.6","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:53:34","3.6","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:43:29","1.98","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:33:24","5.45","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:23:34","3.74","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:23:28","3.74","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:13:58","3.25","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:13:43","3.25","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:13:29","3.25","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:13:14","3.25","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:03:21","1.95","100","f","f","f"
"0025CA0000000F49","2025-11-03 06:03:16","1.95","100","f","f","f"
"0025CA0000000F49","2025-11-03 05:53:04","0.03","95.44","f","f","f"
"0025CA0000000F49","2025-11-03 05:42:59","1.82","84.13","f","f","f"
"0025CA0000000F49","2025-11-03 05:32:54","3.53","100","f","f","f"
"0025CA0000000F49","2025-11-03 05:22:49","0.78","100","f","f","f"
"0025CA0000000F49","2025-11-03 05:12:44","4.32","100","f","f","f"
"0025CA0000000F49","2025-11-03 05:02:39","4.01","100","f","f","f"
"0025CA0000000F49","2025-11-03 04:52:40","2.33","86.36","f","f","f"
"0025CA0000000F49","2025-11-03 04:42:29","3.06","100","f","f","f"
"0025CA0000000F49","2025-11-03 04:32:24","0.16","80.62","f","f","f"
"0025CA0000000F49","2025-11-03 04:22:19","4.57","100","f","f","f"
"0025CA0000000F49","2025-11-03 04:12:14","1.18","100","f","f","f"
"0025CA0000000F49","2025-11-03 04:02:08","2.94","100","f","f","f"
"0025CA0000000F49","2025-11-03 03:52:03","3.12","93.16","f","f","f"
"0025CA0000000F49","2025-11-03 03:41:58","2.7","100","f","f","f"
"0025CA0000000F49","2025-11-03 03:31:53","2.43","85.12","f","f","f"
